keyword,video_id,video_url,creator_id,creator_username,creator_email,follower_count,source_api,extraction_method,scraped_at,notes
creatorsoftware,7532694153759640862,https://www.tiktok.com/@learnbydaniel/video/7532694153759640862,learnbydaniel,learnbydaniel,example@example.com,5778,page_dom,profile_dom,2025-10-01T18:50:09.758900,
creatorsoftware,7477124604956282133,https://www.tiktok.com/@ponsomwang.market/video/7477124604956282133,ponsomwang.market,ponsomwang.market,example@example.com,6799,page_dom,profile_dom,2025-10-01T18:50:14.821881,
creatorsoftware,7521300511291641110,https://www.tiktok.com/@dodouios/video/7521300511291641110,dodouios,dodouios,example@example.com,1481,page_dom,profile_dom,2025-10-01T18:50:20.042122,
creatorsoftware,7548804128365972758,https://www.tiktok.com/@momna_77/video/7548804128365972758,momna_77,momna_77,example@example.com,29000,page_dom,profile_dom,2025-10-01T18:50:24.960968,
creatorsoftware,7379646518283799841,https://www.tiktok.com/@seckinayazlar/video/7379646518283799841,seckinayazlar,seckinayazlar,example@example.com,246400,page_dom,profile_dom,2025-10-01T18:50:29.493226,
creatorsoftware,7482907452942355742,https://www.tiktok.com/@maria.slate/video/7482907452942355742,maria.slate,maria.slate,mariaslate.collabs@gmail.com,40500,page_dom,profile_dom,2025-10-01T18:50:34.718737,
creatorsoftware,7431941900833213702,https://www.tiktok.com/@hustle.faceless/video/7431941900833213702,hustle.faceless,hustle.faceless,hi@samaber.com,337800,page_dom,profile_dom,2025-10-01T18:50:39.283374,
creatorsoftware,7523784664687889678,https://www.tiktok.com/@triciabyrnes/video/7523784664687889678,triciabyrnes,triciabyrnes,example@example.com,9165,page_dom,profile_dom,2025-10-01T18:50:44.087884,
creatorsoftware,7194353633058622722,https://www.tiktok.com/@lxt1616/video/7194353633058622722,lxt1616,lxt1616,example@example.com,792,page_dom,profile_dom,2025-10-01T18:50:49.152271,
creatorsoftware,7501491033209851143,https://www.tiktok.com/@creatoracademy/video/7501491033209851143,creatoracademy,creatoracademy,on@gg.sheed,1700000,page_dom,profile_dom,2025-10-01T18:50:53.988549,
creatorsoftware,7536895744389778701,https://www.tiktok.com/@tracy9534/video/7536895744389778701,tracy9534,tracy9534,example@example.com,22800,page_dom,profile_dom,2025-10-01T18:50:58.416665,
creatorsoftware,7493558673646554411,https://www.tiktok.com/@mystictrinity/video/7493558673646554411,mystictrinity,mystictrinity,example@example.com,37800,page_dom,profile_dom,2025-10-01T18:51:03.961296,
creatorsoftware,7508502995202542853,https://www.tiktok.com/@creator_pilot_program_/video/7508502995202542853,creator_pilot_program_,creator_pilot_program_,example@example.com,258899,page_dom,profile_dom,2025-10-01T18:51:08.569336,
creatorsoftware,7500299544526195990,https://www.tiktok.com/@gizmo.og/video/7500299544526195990,gizmo.og,gizmo.og,example@example.com,31700,page_dom,profile_dom,2025-10-01T18:51:12.822895,
creatorsoftware,7422676718864928033,https://www.tiktok.com/@promptwarrior/video/7422676718864928033,promptwarrior,promptwarrior,example@example.com,119000,page_dom,profile_dom,2025-10-01T18:51:17.637489,
creatorsoftware,7469204285935406344,https://www.tiktok.com/@prkashlamichhane7/video/7469204285935406344,prkashlamichhane7,prkashlamichhane7,example@example.com,55600,page_dom,profile_dom,2025-10-01T18:51:22.816011,
creatorsoftware,7346954328403545390,https://www.tiktok.com/@be_you_love_official/video/7346954328403545390,be_you_love_official,be_you_love_official,example@example.com,13200,page_dom,profile_dom,2025-10-01T18:51:27.138470,
creatorsoftware,7522141078749711647,https://www.tiktok.com/@embracingembryo/video/7522141078749711647,embracingembryo,embracingembryo,pinkpivotmedia@gmail.com,23300,page_dom,profile_dom,2025-10-01T18:51:32.853662,
creatorsoftware,7522545282710523142,https://www.tiktok.com/@creator.pilot.program/video/7522545282710523142,creator.pilot.program,creator.pilot.program,example@example.com,456800,page_dom,profile_dom,2025-10-01T18:51:37.754094,
creatorsoftware,7438942669432180001,https://www.tiktok.com/@thesocialcreativesclub/video/7438942669432180001,thesocialcreativesclub,thesocialcreativesclub,ugcwithemmap@gmail.com,214500,page_dom,profile_dom,2025-10-01T18:51:41.660858,
creatorsoftware,7540636729879940370,https://www.tiktok.com/@aiwithsuumit/video/7540636729879940370,aiwithsuumit,aiwithsuumit,example@example.com,2094,page_dom,profile_dom,2025-10-01T18:51:46.036499,
creatorsoftware,7521533383239912734,https://www.tiktok.com/@mjmmotb/video/7521533383239912734,mjmmotb,mjmmotb,example@example.com,6807,page_dom,profile_dom,2025-10-01T18:51:50.593119,
creatorsoftware,7546218175252286753,https://www.tiktok.com/@adobevideo/video/7546218175252286753,adobevideo,adobevideo,example@example.com,617500,page_dom,profile_dom,2025-10-01T18:51:55.646867,
creatorsoftware,7541851153093512503,https://www.tiktok.com/@jgoldieseo/video/7541851153093512503,jgoldieseo,jgoldieseo,example@example.com,2649,page_dom,profile_dom,2025-10-01T18:52:00.338051,
creatorsoftware,7551508786897308950,https://www.tiktok.com/@felix_ved/video/7551508786897308950,felix_ved,felix_ved,example@example.com,1917,page_dom,profile_dom,2025-10-01T18:52:05.283006,
creatorsoftware,7445956820314688790,https://www.tiktok.com/@mehran.4k_/video/7445956820314688790,mehran.4k_,mehran.4k_,example@example.com,83800,page_dom,profile_dom,2025-10-01T18:52:09.908882,
creatorsoftware,7491671090641603858,https://www.tiktok.com/@prodream_ai/video/7491671090641603858,prodream_ai,prodream_ai,example@example.com,5146,page_dom,profile_dom,2025-10-01T18:52:14.575372,
creatorsoftware,7354756177001041158,https://www.tiktok.com/@creator.search.insight27/video/7354756177001041158,creator.search.insight27,creator.search.insight27,example@example.com,66300,page_dom,profile_dom,2025-10-01T18:52:19.543436,
creatorsoftware,7508018210717977878,https://www.tiktok.com/@sami.yt.automatio/video/7508018210717977878,sami.yt.automatio,sami.yt.automatio,example@example.com,7666,page_dom,profile_dom,2025-10-01T18:52:24.677354,
creatorsoftware,7509558482589322514,https://www.tiktok.com/@coding.girlies/video/7509558482589322514,coding.girlies,coding.girlies,example@example.com,267700,page_dom,profile_dom,2025-10-01T18:52:28.920625,
creatorsoftware,7449502939586120966,https://www.tiktok.com/@michaeldicas/video/7449502939586120966,michaeldicas,michaeldicas,example@example.com,3300000,page_dom,profile_dom,2025-10-01T18:52:33.508340,
creatorsoftware,7514916353350978824,https://www.tiktok.com/@ttlive_creator_networks/video/7514916353350978824,ttlive_creator_networks,ttlive_creator_networks,example@example.com,4673,page_dom,profile_dom,2025-10-01T18:52:38.967221,
creatorsoftware,7521780184752672005,https://www.tiktok.com/@creator.pilot.program/video/7521780184752672005,creator.pilot.program,creator.pilot.program,example@example.com,456800,page_dom,profile_dom,2025-10-01T18:52:44.354280,
creatorsoftware,7503187639575661830,https://www.tiktok.com/@anniesainet/video/7503187639575661830,anniesainet,anniesainet,example@example.com,12500,page_dom,profile_dom,2025-10-01T18:52:49.902637,
creatorsoftware,7516920777854307591,https://www.tiktok.com/@emma_nway/video/7516920777854307591,emma_nway,emma_nway,example@example.com,19200,page_dom,profile_dom,2025-10-01T18:52:54.966582,
creatorsoftware,7422505036074274056,https://www.tiktok.com/@ecomobi.th/video/7422505036074274056,ecomobi.th,ecomobi.th,example@example.com,8650,page_dom,profile_dom,2025-10-01T18:53:00.207374,
creatorsoftware,7483619835302202654,https://www.tiktok.com/@clo3d_official/video/7483619835302202654,clo3d_official,clo3d_official,example@example.com,21200,page_dom,profile_dom,2025-10-01T18:53:05.411108,
creatorsoftware,7506562005524843798,https://www.tiktok.com/@tiktokreviews995/video/7506562005524843798,tiktokreviews995,tiktokreviews995,example@example.com,35300,page_dom,profile_dom,2025-10-01T18:53:11.086305,
creatorsoftware,7169958209220807962,https://www.tiktok.com/@techtrickzz/video/7169958209220807962,techtrickzz,techtrickzz,techtrickz11@gmail.com,349500,page_dom,profile_dom,2025-10-01T18:53:16.335650,
creatorsoftware,7555931335211109663,https://www.tiktok.com/@sabrina_ramonov/video/7555931335211109663,sabrina_ramonov,sabrina_ramonov,example@example.com,620100,page_dom,profile_dom,2025-10-01T18:53:21.566651,
creatorsoftware,7544607932642512134,https://www.tiktok.com/@showdou/video/7544607932642512134,showdou,showdou,example@example.com,651,page_dom,profile_dom,2025-10-01T18:53:26.629745,
creatorsoftware,7490998340105162027,https://www.tiktok.com/@itskormenia/video/7490998340105162027,itskormenia,itskormenia,mia@momiugc.com,25000,page_dom,profile_dom,2025-10-01T18:53:31.854931,
creatorsoftware,7531239605874494738,https://www.tiktok.com/@ilovetogoshop/video/7531239605874494738,ilovetogoshop,ilovetogoshop,example@example.com,23000,page_dom,profile_dom,2025-10-01T18:53:36.044520,
creatorsoftware,7488811707440123158,https://www.tiktok.com/@nathanhodgson_/video/7488811707440123158,nathanhodgson_,nathanhodgson_,hello@nathanhodgson.co.uk,92600,page_dom,profile_dom,2025-10-01T18:53:40.666701,
creatorsoftware,7548779602718510350,https://www.tiktok.com/@jett3340/video/7548779602718510350,jett3340,jett3340,example@example.com,4118,page_dom,profile_dom,2025-10-01T18:53:45.101869,
creatorsoftware,7514695721996586246,https://www.tiktok.com/@pedro.films77/video/7514695721996586246,pedro.films77,pedro.films77,example@example.com,62,page_dom,profile_dom,2025-10-01T18:53:49.789666,
creatorsoftware,7441237380570336568,https://www.tiktok.com/@setuptecc/video/7441237380570336568,setuptecc,setuptecc,contato@setuptec.com.br,268200,page_dom,profile_dom,2025-10-01T18:53:54.862606,
creatorsoftware,7358455998660594945,https://www.tiktok.com/@tiktokshopcreator.uk/video/7358455998660594945,tiktokshopcreator.uk,tiktokshopcreator.uk,example@example.com,223100,page_dom,profile_dom,2025-10-01T18:53:59.603118,
creatorsoftware,7500244020094962962,https://www.tiktok.com/@mvision77/video/7500244020094962962,mvision77,mvision77,example@example.com,21100,page_dom,profile_dom,2025-10-01T18:54:04.964829,
creatorsoftware,7494933300834766102,https://www.tiktok.com/@explorethefuture09/video/7494933300834766102,explorethefuture09,explorethefuture09,example@example.com,5391,page_dom,profile_dom,2025-10-01T18:54:10.006711,
creatorsoftware,7548499671107259662,https://www.tiktok.com/@jett3340/video/7548499671107259662,jett3340,jett3340,example@example.com,4118,page_dom,profile_dom,2025-10-01T18:54:15.229414,
creatorsoftware,7526904381313240338,https://www.tiktok.com/@codetoapps/video/7526904381313240338,codetoapps,codetoapps,mudassarali789789as@gmail.com,13400,page_dom,profile_dom,2025-10-01T18:54:19.804992,
creatorsoftware,7528068925272231175,https://www.tiktok.com/@adityauploadss/video/7528068925272231175,adityauploadss,adityauploadss,example@example.com,2604,page_dom,profile_dom,2025-10-01T18:54:24.297045,
creatorsoftware,7482119985645587754,https://www.tiktok.com/@gfx_design_/video/7482119985645587754,gfx_design_,gfx_design_,example@example.com,14600,page_dom,profile_dom,2025-10-01T18:54:29.132645,
creatorsoftware,7543664781740346679,https://www.tiktok.com/@jett3340/video/7543664781740346679,jett3340,jett3340,example@example.com,4118,page_dom,profile_dom,2025-10-01T18:54:33.836794,
creatorsoftware,7461244528201157921,https://www.tiktok.com/@rourke.heath/video/7461244528201157921,rourke.heath,rourke.heath,rourkeheath@rakugomedia.com,193600,page_dom,profile_dom,2025-10-01T18:54:38.935440,
creatorsoftware,7514622393298537733,https://www.tiktok.com/@boktor3d/video/7514622393298537733,boktor3d,boktor3d,example@example.com,1456,page_dom,profile_dom,2025-10-01T18:54:43.243127,
creatorsoftware,7302864545628900613,https://www.tiktok.com/@inspired013/video/7302864545628900613,inspired013,inspired013,example@example.com,60800,page_dom,profile_dom,2025-10-01T18:54:47.384641,
creatorsoftware,7552397448447053074,https://www.tiktok.com/@keita_dev/video/7552397448447053074,keita_dev,keita_dev,example@example.com,54,page_dom,profile_dom,2025-10-01T18:54:51.846512,
creatorsoftware,7292637686001716522,https://www.tiktok.com/@crystalgameworks/video/7292637686001716522,crystalgameworks,crystalgameworks,example@example.com,5179,page_dom,profile_dom,2025-10-01T18:54:56.594265,
creatorsoftware,7542744822784756999,https://www.tiktok.com/@dangbinh2391993/video/7542744822784756999,dangbinh2391993,dangbinh2391993,example@example.com,8071,page_dom,profile_dom,2025-10-01T18:55:01.775311,
creatorsoftware,7544959940679552274,https://www.tiktok.com/@vreyzzdev/video/7544959940679552274,vreyzzdev,vreyzzdev,example@example.com,5789,page_dom,profile_dom,2025-10-01T18:55:06.480152,
creatorsoftware,7415922323104042272,https://www.tiktok.com/@heiseonline/video/7415922323104042272,heiseonline,heiseonline,example@example.com,25600,page_dom,profile_dom,2025-10-01T18:55:11.661703,
creatorsoftware,7420650220138106119,https://www.tiktok.com/@eqvn.edu.vn/video/7420650220138106119,eqvn.edu.vn,eqvn.edu.vn,example@example.com,4310,page_dom,profile_dom,2025-10-01T18:55:15.809719,
creatorsoftware,7545369138303208726,https://www.tiktok.com/@dylan.kowalski.artwork/video/7545369138303208726,dylan.kowalski.artwork,dylan.kowalski.artwork,example@example.com,657,page_dom,profile_dom,2025-10-01T18:55:20.397625,
creatorsoftware,7554050667049061634,https://www.tiktok.com/@infosoftware/video/7554050667049061634,infosoftware,infosoftware,contact.infosoftware@gmail.com,2796,page_dom,profile_dom,2025-10-01T18:55:24.930164,
creatorsoftware,6817918347146005765,https://www.tiktok.com/@blondiebytes/video/6817918347146005765,blondiebytes,blondiebytes,example@example.com,14700,page_dom,profile_dom,2025-10-01T18:55:29.959529,
creatorsoftware,7555913413654793480,https://www.tiktok.com/@saqlainking7861/video/7555913413654793480,saqlainking7861,saqlainking7861,example@example.com,673,page_dom,profile_dom,2025-10-01T18:55:35.540489,
creatorsoftware,7271869296173698310,https://www.tiktok.com/@howt2.in/video/7271869296173698310,howt2.in,howt2.in,example@example.com,90100,page_dom,profile_dom,2025-10-01T18:55:40.596325,
creatorsoftware,7509850054367268101,https://www.tiktok.com/@brollbros/video/7509850054367268101,brollbros,brollbros,example@example.com,109700,page_dom,profile_dom,2025-10-01T18:55:45.515201,
creatorsoftware,7256816469894352134,https://www.tiktok.com/@jacbizer/video/7256816469894352134,jacbizer,jacbizer,example@example.com,1233,page_dom,profile_dom,2025-10-01T18:55:50.729515,
creatorsoftware,7525279923284610311,https://www.tiktok.com/@nutsophearoth8/video/7525279923284610311,nutsophearoth8,nutsophearoth8,example@example.com,1578,page_dom,profile_dom,2025-10-01T18:55:55.517302,
creatorsoftware,7533427399472450824,https://www.tiktok.com/@dannie.o/video/7533427399472450824,dannie.o,dannie.o,example@example.com,391,page_dom,profile_dom,2025-10-01T18:56:00.502093,
creatorsoftware,7517242577209330952,https://www.tiktok.com/@bontu_salih/video/7517242577209330952,bontu_salih,bontu_salih,example@example.com,3496,page_dom,profile_dom,2025-10-01T18:56:05.345547,
creatorsoftware,7555550211460910357,https://www.tiktok.com/@sevilay_yldzz/video/7555550211460910357,sevilay_yldzz,sevilay_yldzz,example@example.com,10,page_dom,profile_dom,2025-10-01T18:56:10.075672,
creatorsoftware,7546170297280498975,https://www.tiktok.com/@cabinet2factory/video/7546170297280498975,cabinet2factory,cabinet2factory,example@example.com,1325,page_dom,profile_dom,2025-10-01T18:56:15.593112,
creatorsoftware,7465001877231471894,https://www.tiktok.com/@reveals_app/video/7465001877231471894,reveals_app,reveals_app,example@example.com,197,page_dom,profile_dom,2025-10-01T18:56:20.038919,
creatorsoftware,7100461427353226498,https://www.tiktok.com/@rayan_kiwan_electronics/video/7100461427353226498,rayan_kiwan_electronics,rayan_kiwan_electronics,example@example.com,17000,page_dom,profile_dom,2025-10-01T18:56:25.132712,
creatorsoftware,7367160560435154181,https://www.tiktok.com/@nextkoolhacks/video/7367160560435154181,nextkoolhacks,nextkoolhacks,example@example.com,41800,page_dom,profile_dom,2025-10-01T18:56:29.783279,
creatorsoftware,7555114170723618056,https://www.tiktok.com/@dinhhieu_dev/video/7555114170723618056,dinhhieu_dev,dinhhieu_dev,example@example.com,33,page_dom,profile_dom,2025-10-01T18:56:34.632573,
creatorsoftware,7552895185043131669,https://www.tiktok.com/@mastermind_9x/video/7552895185043131669,mastermind_9x,mastermind_9x,example@example.com,86,page_dom,profile_dom,2025-10-01T18:56:39.250325,
creatorsoftware,7509215307001498887,https://www.tiktok.com/@coding.girlies/video/7509215307001498887,coding.girlies,coding.girlies,example@example.com,267700,page_dom,profile_dom,2025-10-01T18:56:44.382096,
creatorsoftware,7458823097693637930,https://www.tiktok.com/@the.wisepup/video/7458823097693637930,the.wisepup,the.wisepup,wisepup257@gmail.com,16000,page_dom,profile_dom,2025-10-01T18:56:49.863132,
creatorsoftware,7301005947604880645,https://www.tiktok.com/@inspired013/video/7301005947604880645,inspired013,inspired013,example@example.com,60800,page_dom,profile_dom,2025-10-01T18:56:54.519802,
creatorsoftware,7177441789702442283,https://www.tiktok.com/@thecountryporchswing/video/7177441789702442283,thecountryporchswing,thecountryporchswing,example@example.com,47600,page_dom,profile_dom,2025-10-01T18:56:59.207451,
creatorsoftware,7500934122836200712,https://www.tiktok.com/@motionshape/video/7500934122836200712,motionshape,motionshape,example@example.com,8967,page_dom,profile_dom,2025-10-01T18:57:05.151678,
creatorsoftware,7459434766287293718,https://www.tiktok.com/@tuxedocomputers/video/7459434766287293718,tuxedocomputers,tuxedocomputers,example@example.com,302,page_dom,profile_dom,2025-10-01T18:57:10.268832,
creatorsoftware,7500278315438066949,https://www.tiktok.com/@upn.pe/video/7500278315438066949,upn.pe,upn.pe,contacto.epi@upn.edu.pe,69500,page_dom,profile_dom,2025-10-01T18:57:14.826215,
creatorsoftware,7524716194457193733,https://www.tiktok.com/@kris_tech26/video/7524716194457193733,kris_tech26,kris_tech26,example@example.com,696,page_dom,profile_dom,2025-10-01T18:57:19.304353,
creatorsoftware,7451505260062854442,https://www.tiktok.com/@gfx_design_/video/7451505260062854442,gfx_design_,gfx_design_,example@example.com,14600,page_dom,profile_dom,2025-10-01T18:57:23.496582,
creatorsoftware,7290043466740927745,https://www.tiktok.com/@huanduongnx/video/7290043466740927745,huanduongnx,huanduongnx,example@example.com,17500,page_dom,profile_dom,2025-10-01T18:57:28.151389,
creatorsoftware,7540253265858940167,https://www.tiktok.com/@unibrain_ai/video/7540253265858940167,unibrain_ai,unibrain_ai,jodre227@gmail.com,1042,page_dom,profile_dom,2025-10-01T18:57:33.330194,
creatorsoftware,7535273020265385272,https://www.tiktok.com/@zoug4mer2/video/7535273020265385272,zoug4mer2,zoug4mer2,example@example.com,8502,page_dom,profile_dom,2025-10-01T18:57:38.120053,
creatorsoftware,7505816673518112022,https://www.tiktok.com/@babythomas34/video/7505816673518112022,babythomas34,babythomas34,example@example.com,41400,page_dom,profile_dom,2025-10-01T18:57:43.223921,
creatorsoftware,7553587431363169554,https://www.tiktok.com/@didyoutool/video/7553587431363169554,didyoutool,didyoutool,example@example.com,548,page_dom,profile_dom,2025-10-01T18:57:48.290109,
creatorsoftware,7482279513712315656,https://www.tiktok.com/@sahannarangoda/video/7482279513712315656,sahannarangoda,sahannarangoda,example@example.com,13700,page_dom,profile_dom,2025-10-01T18:57:53.598156,
creatorsoftware,7553302388682149176,https://www.tiktok.com/@mc_loco_official/video/7553302388682149176,mc_loco_official,mc_loco_official,example@example.com,88000,page_dom,profile_dom,2025-10-01T18:57:58.561905,
creatorsoftware,7537178870869478674,https://www.tiktok.com/@sony.thai/video/7537178870869478674,sony.thai,sony.thai,example@example.com,44600,page_dom,profile_dom,2025-10-01T18:58:03.737641,
creatorsoftware,7545503742842473750,https://www.tiktok.com/@the.creators.toolkit/video/7545503742842473750,the.creators.toolkit,the.creators.toolkit,example@example.com,1953,page_dom,profile_dom,2025-10-01T18:58:09.543031,
creatorsoftware,7554031906476559629,https://www.tiktok.com/@iamjoeanderson/video/7554031906476559629,iamjoeanderson,iamjoeanderson,example@example.com,13200,page_dom,profile_dom,2025-10-01T18:58:13.743665,
creatorsoftware,7424487495393463584,https://www.tiktok.com/@cosmicdata6/video/7424487495393463584,cosmicdata6,cosmicdata6,example@example.com,387,page_dom,profile_dom,2025-10-01T18:58:19.025083,
creatorsoftware,7510919257488739589,https://www.tiktok.com/@digitalcomputercamp/video/7510919257488739589,digitalcomputercamp,digitalcomputercamp,example@example.com,447,page_dom,profile_dom,2025-10-01T18:58:24.011633,
creatorsoftware,7551707172283878664,https://www.tiktok.com/@c2v_beta/video/7551707172283878664,c2v_beta,c2v_beta,example@example.com,3397,page_dom,profile_dom,2025-10-01T18:58:28.603263,
creatorsoftware,7486094731777412398,https://www.tiktok.com/@kaseywinns/video/7486094731777412398,kaseywinns,kaseywinns,example@example.com,50700,page_dom,profile_dom,2025-10-01T18:58:34.186783,
creatorsoftware,6943293838626770182,https://www.tiktok.com/@itstjfree/video/6943293838626770182,itstjfree,itstjfree,example@example.com,279,page_dom,profile_dom,2025-10-01T18:58:38.865499,
creatorsoftware,7546343429966449928,https://www.tiktok.com/@creativesoftware/video/7546343429966449928,creativesoftware,creativesoftware,example@example.com,3582,page_dom,profile_dom,2025-10-01T18:58:44.419015,
creatorsoftware,7506887714604715271,https://www.tiktok.com/@user1804761507782/video/7506887714604715271,user1804761507782,user1804761507782,example@example.com,31800,page_dom,profile_dom,2025-10-01T18:58:49.813544,
creatorsoftware,7484803268690955562,https://www.tiktok.com/@aliezofficial/video/7484803268690955562,aliezofficial,aliezofficial,aliezmanagement@gmail.com,1500000,page_dom,profile_dom,2025-10-01T18:58:54.634261,
creatorsoftware,7300874189160860935,https://www.tiktok.com/@boltcut.ai/video/7300874189160860935,boltcut.ai,boltcut.ai,example@example.com,1218,page_dom,profile_dom,2025-10-01T18:58:59.477065,
creatorsoftware,7508837546516942087,https://www.tiktok.com/@coding.girlies/video/7508837546516942087,coding.girlies,coding.girlies,example@example.com,267700,page_dom,profile_dom,2025-10-01T18:59:04.096457,
creatorsoftware,7529516873314995461,https://www.tiktok.com/@tech.guru89/video/7529516873314995461,tech.guru89,tech.guru89,example@example.com,13700,page_dom,profile_dom,2025-10-01T18:59:08.138932,
creatorsoftware,7519349655226928405,https://www.tiktok.com/@kuyada_10/video/7519349655226928405,kuyada_10,kuyada_10,daeditor10@gmail.com,21800,page_dom,profile_dom,2025-10-01T18:59:12.886286,
creatorsoftware,7491731130073320735,https://www.tiktok.com/@itskormenia/video/7491731130073320735,itskormenia,itskormenia,mia@momiugc.com,25000,page_dom,profile_dom,2025-10-01T18:59:18.156632,
creatorsoftware,7465036405744340254,https://www.tiktok.com/@vidgenie_ai/video/7465036405744340254,vidgenie_ai,vidgenie_ai,example@example.com,2239,page_dom,profile_dom,2025-10-01T18:59:22.530315,
creatorsoftware,7544223743699160351,https://www.tiktok.com/@its.coderx/video/7544223743699160351,its.coderx,its.coderx,example@example.com,6952,page_dom,profile_dom,2025-10-01T18:59:28.147014,
creatorsoftware,7433015796114246920,https://www.tiktok.com/@aitoolz/video/7433015796114246920,aitoolz,aitoolz,example@example.com,92500,page_dom,profile_dom,2025-10-01T18:59:33.459248,
creatorsoftware,7555891045809147166,https://www.tiktok.com/@teamrajpoot8/video/7555891045809147166,teamrajpoot8,teamrajpoot8,example@example.com,2026,page_dom,profile_dom,2025-10-01T18:59:38.118501,
creatorsoftware,7553489694185524488,https://www.tiktok.com/@cee_magicloops/video/7553489694185524488,cee_magicloops,cee_magicloops,example@example.com,192,page_dom,profile_dom,2025-10-01T18:59:42.742682,
creatorsoftware,7555885064261848337,https://www.tiktok.com/@unsa.malwesi.da8/video/7555885064261848337,unsa.malwesi.da8,unsa.malwesi.da8,example@example.com,38,page_dom,profile_dom,2025-10-01T18:59:47.911553,
creatorsoftware,7552834355861851394,https://www.tiktok.com/@dvrlingjonathan/video/7552834355861851394,dvrlingjonathan,dvrlingjonathan,example@example.com,43,page_dom,profile_dom,2025-10-01T18:59:53.887370,
creatorsoftware,7543354388962626838,https://www.tiktok.com/@creatorsoftware0/video/7543354388962626838,creatorsoftware0,creatorsoftware0,example@example.com,67,page_dom,profile_dom,2025-10-01T18:59:58.521973,
